short_name,nationality_name,overall,potential,value_eur,international_reputation,pace,shooting,passing,defending,physic,player_positions
A. Hollman,Argentina,57,61,130000.0,1,70.0,30.0,41.0,57.0,53.0,"RB, CB"
B. Wynter,England,57,74,210000.0,1,63.0,38.0,37.0,57.0,61.0,"CB, RB"
R. Burgos,Paraguay,57,58,130000.0,1,59.0,40.0,61.0,52.0,53.0,CM
Y. Mishima,Japan,57,64,140000.0,1,80.0,31.0,48.0,47.0,51.0,"RB, RM, RWB"
G. Van Remoortere,Belgium,57,68,180000.0,1,70.0,42.0,52.0,28.0,52.0,LM
S. Ito Mavitidi,Belgium,57,66,160000.0,1,69.0,33.0,50.0,55.0,62.0,"CDM, CB"
L. Al Rashdi,Saudi Arabia,57,64,140000.0,1,53.0,33.0,45.0,55.0,72.0,CDM
O. Jackson,England,57,72,200000.0,1,63.0,24.0,27.0,58.0,58.0,CB
P. Stolc,Poland,57,60,130000.0,1,61.0,22.0,50.0,56.0,59.0,CB
L. Fisch,Germany,57,70,190000.0,1,60.0,46.0,55.0,41.0,43.0,LM
J. Čunta,Slovakia,57,68,180000.0,1,62.0,36.0,55.0,50.0,59.0,CM
J. Lázaro,Mexico,57,65,170000.0,1,60.0,42.0,58.0,61.0,59.0,"CM, CDM"
D. Antwi,Ghana,57,64,170000.0,1,74.0,56.0,39.0,19.0,61.0,ST
N. Wouters,Netherlands,57,65,180000.0,1,60.0,58.0,48.0,23.0,44.0,ST
M. Belvisi,Italy,57,71,220000.0,1,67.0,39.0,36.0,58.0,62.0,RB
D. Khurtsidze,Russia,57,63,160000.0,1,66.0,42.0,59.0,56.0,58.0,CM
D. Polverini,Italy,57,57,90000.0,1,61.0,32.0,32.0,58.0,59.0,CB
K. Digol,France,57,77,200000.0,1,67.0,30.0,42.0,55.0,63.0,"RB, CB"
V. Masalskiy,Russia,57,74,210000.0,1,59.0,29.0,31.0,57.0,64.0,CB
E. Golenkov,Russia,57,75,230000.0,1,54.0,55.0,43.0,28.0,65.0,ST
A. Belov,Russia,57,67,170000.0,1,53.0,28.0,33.0,56.0,65.0,CB
F. Soloa,Argentina,57,69,170000.0,1,59.0,38.0,50.0,53.0,65.0,CDM
C. Mazo,Colombia,57,61,130000.0,1,58.0,24.0,41.0,58.0,55.0,LB
F. Britos,Argentina,57,67,190000.0,1,65.0,44.0,55.0,60.0,68.0,"CM, CDM"
F. Tayboğa,Turkey,57,66,180000.0,1,63.0,43.0,57.0,50.0,66.0,"CM, CDM"
F. Rizzi,Argentina,57,71,200000.0,1,57.0,34.0,40.0,56.0,60.0,LB
M. Sarrafiore,Argentina,57,73,230000.0,1,54.0,58.0,44.0,22.0,47.0,ST
E. Roggio,Argentina,57,68,190000.0,1,66.0,56.0,42.0,19.0,55.0,ST
I. Briukhov,Ukraine,57,73,200000.0,1,62.0,37.0,36.0,58.0,53.0,LB
F. Serra,Italy,57,76,230000.0,1,60.0,59.0,51.0,28.0,43.0,LW
J. Rimstad,Norway,57,61,130000.0,1,58.0,24.0,28.0,57.0,68.0,CB
A. Welsh,Australia,57,62,100000.0,1,59.0,32.0,45.0,57.0,63.0,"CB, CDM"
Julio Camba,Spain,57,65,90000.0,1,62.0,32.0,42.0,60.0,52.0,CB
A. Naletov,Russia,57,64,90000.0,1,60.0,32.0,35.0,59.0,62.0,CB
R. Urban,Germany,57,65,100000.0,1,55.0,28.0,45.0,57.0,60.0,"CB, CDM"
A. Sigurgeirsson,Iceland,57,67,120000.0,1,68.0,60.0,44.0,27.0,53.0,ST
J. Pachón,Colombia,57,61,140000.0,1,63.0,48.0,47.0,57.0,57.0,RB
E. Kirisov,Russia,57,63,100000.0,1,66.0,43.0,51.0,57.0,61.0,LB
Manu Ramírez,Spain,57,73,100000.0,1,60.0,46.0,62.0,59.0,55.0,CM
M. Pluntke,Germany,57,68,90000.0,1,67.0,36.0,51.0,59.0,58.0,"CDM, CB, LB"
J. Bopesu,France,57,64,120000.0,1,68.0,55.0,38.0,28.0,60.0,ST
G. Baez,Argentina,57,66,90000.0,1,72.0,32.0,39.0,59.0,49.0,LB
N. Wedderburn,England,57,63,140000.0,1,65.0,48.0,52.0,53.0,76.0,CDM
L. Della-Verde,England,57,68,200000.0,1,77.0,46.0,52.0,19.0,56.0,LM
A. Al Baraka,Saudi Arabia,57,61,130000.0,1,61.0,34.0,50.0,55.0,67.0,"CDM, CM"
D. Kaufmann,Liechtenstein,57,61,130000.0,1,56.0,27.0,39.0,58.0,63.0,CB
A. Hamsal,Saudi Arabia,57,57,90000.0,1,78.0,54.0,56.0,53.0,48.0,"CDM, CAM, RB, LB"
A. Dhawi,Saudi Arabia,57,57,100000.0,1,57.0,54.0,51.0,25.0,59.0,"ST, CF"
P. Tarnowski,Poland,57,61,150000.0,1,73.0,59.0,52.0,22.0,54.0,"LM, RM"
S. Ateef,Saudi Arabia,57,61,160000.0,1,65.0,57.0,52.0,22.0,57.0,ST
Jin Dae Seong,Korea Republic,57,59,140000.0,1,77.0,53.0,47.0,19.0,50.0,RM
F. Minarini,Italy,57,64,140000.0,1,67.0,29.0,49.0,53.0,70.0,"LB, LM, RB"
A. Finney,England,57,71,220000.0,1,65.0,27.0,31.0,57.0,68.0,CB
S. Ereros,Argentina,57,57,110000.0,1,68.0,56.0,54.0,19.0,40.0,ST
B. Abbott,England,57,67,190000.0,1,69.0,52.0,57.0,52.0,60.0,CM
P. Dytko,Poland,57,62,160000.0,1,85.0,51.0,48.0,26.0,42.0,RM
Ó. Martínez,Colombia,57,57,60000.0,1,68.0,59.0,50.0,20.0,48.0,ST
Paulo Dentello,Brazil,57,65,180000.0,1,74.0,48.0,50.0,24.0,35.0,"LW, RW"
N. Al Balawi,Saudi Arabia,57,57,110000.0,1,64.0,51.0,56.0,29.0,51.0,"CAM, RM"
R. Buchanan,Scotland,57,63,150000.0,1,65.0,54.0,52.0,18.0,43.0,CF
Intima,Portugal,57,69,190000.0,1,77.0,54.0,44.0,19.0,55.0,"RM, CF"
J. Dorow,Germany,57,65,180000.0,1,71.0,58.0,42.0,21.0,48.0,"ST, CF"
A. Bin Mohammed,Saudi Arabia,57,63,160000.0,1,64.0,48.0,54.0,43.0,56.0,"CM, LM"
R. Singh,India,57,57,140000.0,1,69.0,26.0,39.0,54.0,66.0,RB
M. Kempter,Philippines,57,58,180000.0,1,68.0,31.0,45.0,55.0,54.0,LB
G. Kumar,India,57,57,140000.0,1,68.0,46.0,42.0,54.0,66.0,LB
E. Williams,England,57,59,210000.0,1,73.0,49.0,55.0,34.0,52.0,CAM
H. Shirai,Japan,57,64,325000.0,1,68.0,55.0,51.0,20.0,46.0,"ST, RM"
O. Gallacher,Scotland,57,65,350000.0,1,73.0,49.0,45.0,54.0,47.0,LB
B. Paton,Canada,57,69,375000.0,1,71.0,51.0,53.0,51.0,53.0,LB
Iker Pozo,Spain,57,72,375000.0,1,66.0,44.0,58.0,51.0,55.0,CDM
M. Rafique,India,57,57,140000.0,1,67.0,47.0,53.0,49.0,58.0,"RB, RM"
M. Al Thani,Saudi Arabia,57,62,250000.0,1,73.0,52.0,50.0,31.0,49.0,"LM, RM, ST"
C. Gilmour,Scotland,57,65,350000.0,1,60.0,40.0,51.0,53.0,57.0,"CDM, CM"
N. Almas,Saudi Arabia,57,69,375000.0,1,63.0,26.0,34.0,55.0,68.0,CB
Kim Jae Woo,Korea Republic,57,63,240000.0,1,80.0,45.0,39.0,54.0,69.0,CB
Park Gun,Korea Republic,57,57,130000.0,1,56.0,25.0,44.0,56.0,65.0,"CB, CDM"
K. Radkowski,Poland,57,71,375000.0,1,60.0,33.0,47.0,54.0,63.0,"CB, CDM"
K. Yao,Canada,57,69,375000.0,1,62.0,23.0,37.0,55.0,66.0,CB
W. Pleśnierowicz,Poland,57,67,325000.0,1,65.0,28.0,35.0,58.0,63.0,CB
H. Sobol,Poland,57,68,375000.0,1,68.0,59.0,41.0,30.0,58.0,ST
J. Albrecht,Germany,57,74,400000.0,1,52.0,47.0,56.0,53.0,54.0,"CDM, CM"
D. De Vita,Germany,57,67,350000.0,1,61.0,30.0,37.0,56.0,67.0,CB
E. Arslan,Germany,57,69,400000.0,1,65.0,57.0,45.0,23.0,49.0,ST
Chae Sun Il,Korea Republic,57,58,180000.0,1,63.0,24.0,42.0,54.0,54.0,LB
P. Flottmann,Australia,57,64,300000.0,1,55.0,25.0,33.0,54.0,73.0,CB
A. Eid,United Arab Emirates,57,65,375000.0,1,60.0,57.0,42.0,16.0,63.0,ST
F. Al Ghamdi,Saudi Arabia,57,69,400000.0,1,76.0,49.0,52.0,51.0,54.0,"RM, CAM"
D. Dudziński,Poland,57,70,400000.0,1,63.0,54.0,53.0,34.0,52.0,CAM
F. Choudhary,India,57,60,220000.0,1,75.0,42.0,49.0,39.0,56.0,"LM, RM, ST"
E. Walker,England,57,71,375000.0,1,73.0,55.0,44.0,27.0,48.0,"LM, LWB"
F. Al Hamad,Saudi Arabia,57,63,240000.0,1,65.0,26.0,37.0,56.0,68.0,CB
J. Barnett,Australia,57,68,350000.0,1,63.0,43.0,52.0,53.0,55.0,"CDM, CM, LB"
H. Saunders,England,57,61,240000.0,1,76.0,56.0,46.0,22.0,47.0,ST
T. Silverholt,Sweden,57,68,375000.0,1,60.0,55.0,45.0,19.0,52.0,ST
E. Thorpe,Wales,57,71,400000.0,1,67.0,49.0,57.0,48.0,53.0,CM
C. Finch,Chile,57,73,400000.0,1,61.0,21.0,36.0,58.0,62.0,CB
A. Senior,England,57,70,375000.0,1,64.0,23.0,36.0,55.0,63.0,CB
A. Simsir,Denmark,57,74,425000.0,1,73.0,55.0,50.0,41.0,54.0,"LW, ST"
S. Ashford,England,57,60,220000.0,1,75.0,56.0,46.0,30.0,57.0,"ST, LM, RM"
R. Cielemęcki,Poland,57,73,425000.0,1,67.0,47.0,57.0,46.0,57.0,"CAM, CF"
Rahul KP,India,57,66,375000.0,1,89.0,53.0,46.0,35.0,47.0,"RM, LM, ST"
R. Jesuraj,India,57,60,220000.0,1,71.0,46.0,53.0,27.0,58.0,RM
M. Wyjadłowski,Poland,57,67,375000.0,1,80.0,45.0,48.0,24.0,55.0,RM
C. Amzar,Romania,57,73,400000.0,1,76.0,32.0,40.0,51.0,61.0,LB
N. Abbey,England,57,76,375000.0,1,79.0,25.0,45.0,55.0,61.0,"CB, LB"
N. O'Keeffe,Republic of Ireland,57,63,230000.0,1,63.0,50.0,56.0,52.0,64.0,"CDM, CM"
C. Dunbar,United States,57,74,425000.0,1,79.0,53.0,46.0,18.0,41.0,"LW, RM"
I. Al Barakah,Saudi Arabia,57,62,230000.0,1,59.0,35.0,54.0,54.0,56.0,CDM
E. Kouadio,Germany,57,66,350000.0,1,70.0,25.0,47.0,50.0,66.0,RB
G. Martins,India,57,60,190000.0,1,70.0,48.0,54.0,50.0,66.0,"CDM, CM"
A. Anderson,Australia,57,66,325000.0,1,54.0,27.0,41.0,56.0,68.0,CB
S. Eriksen,Norway,57,69,375000.0,1,73.0,44.0,52.0,53.0,44.0,RB
B. Mruk,Poland,57,70,375000.0,1,64.0,27.0,30.0,58.0,63.0,CB
L. Hakim,Malaysia,57,71,400000.0,1,72.0,58.0,55.0,18.0,46.0,"ST, CF"
L. Pršo,Australia,57,71,400000.0,1,68.0,48.0,55.0,51.0,63.0,"CAM, CDM"
F. Kleemann,United States,57,63,240000.0,1,54.0,25.0,35.0,58.0,64.0,CB
M. Dyche,England,57,71,350000.0,1,62.0,32.0,42.0,55.0,68.0,CB
D. Grimes,Republic of Ireland,57,62,250000.0,1,69.0,50.0,52.0,32.0,52.0,"LM, RM, CAM"
H. Vaughan,Republic of Ireland,57,73,400000.0,1,76.0,46.0,53.0,41.0,36.0,"CAM, RW"
J. Baptiste,England,57,78,500000.0,1,65.0,31.0,43.0,56.0,60.0,"CB, RB"
Y. Gamero,Peru,57,66,350000.0,1,62.0,49.0,52.0,60.0,49.0,"CM, CDM"
D. Janevski,Sweden,57,57,140000.0,1,57.0,27.0,37.0,57.0,64.0,CB
E. Ancheta,Uruguay,57,67,350000.0,1,65.0,25.0,44.0,56.0,51.0,RB
L. Vielgut,Austria,57,68,350000.0,1,66.0,41.0,60.0,48.0,54.0,CM
T. de Jonge,Netherlands,57,72,375000.0,1,68.0,57.0,51.0,31.0,42.0,LM
A. Jourda,France,57,66,325000.0,1,66.0,26.0,48.0,52.0,65.0,RB
F. Yılmaz,Turkey,57,70,375000.0,1,54.0,26.0,36.0,61.0,55.0,"CB, LB"
I. Qela,Germany,57,64,325000.0,1,68.0,52.0,51.0,31.0,55.0,RM
T. Călin,Romania,57,66,350000.0,1,55.0,41.0,48.0,58.0,67.0,CDM
E. Mirchev,Bulgaria,57,69,375000.0,1,59.0,45.0,46.0,59.0,64.0,"CDM, CB"
M. Dietz,United States,57,71,375000.0,1,57.0,26.0,37.0,58.0,59.0,CB
S. Ilic,Germany,57,71,350000.0,1,61.0,23.0,35.0,58.0,64.0,CB
Y. Scintu,Italy,57,63,250000.0,1,54.0,58.0,44.0,25.0,68.0,"ST, LW, RW"
O. Hoch,Germany,57,67,325000.0,1,64.0,47.0,54.0,54.0,55.0,CDM
C. Moisie,Romania,57,65,350000.0,1,62.0,25.0,36.0,56.0,63.0,CB
I. Al Harbi,Saudi Arabia,57,58,200000.0,1,81.0,48.0,48.0,24.0,43.0,"RM, LM"
J. Henke,Germany,57,66,325000.0,1,57.0,27.0,42.0,56.0,63.0,CB
C. Rowe,England,57,61,200000.0,1,52.0,25.0,36.0,56.0,70.0,CB
A. Soussi,Belgium,57,72,375000.0,1,73.0,54.0,45.0,26.0,53.0,"LW, ST, CAM"
P. Bravo,Colombia,57,72,375000.0,1,72.0,46.0,49.0,52.0,61.0,CM
D. Devrani,India,57,57,140000.0,1,64.0,29.0,40.0,54.0,73.0,"CB, RB"
R. Alba,Mexico,57,70,375000.0,1,57.0,60.0,46.0,21.0,47.0,ST
L. Schlosser,Austria,57,66,375000.0,1,69.0,58.0,44.0,19.0,55.0,ST
O. Olufunwa,England,57,67,325000.0,1,69.0,33.0,46.0,52.0,52.0,"RB, CB"
G. Peralta,Paraguay,57,66,375000.0,1,68.0,57.0,42.0,20.0,47.0,ST
M. Błachewicz,Poland,57,72,375000.0,1,82.0,31.0,43.0,49.0,53.0,"LWB, LB"
M. Pečar,Slovenia,57,71,375000.0,1,55.0,51.0,57.0,38.0,45.0,CAM
Z. Farnsworth,United States,57,74,400000.0,1,73.0,29.0,41.0,56.0,60.0,"LB, CB"
T. Telcean,Romania,57,71,375000.0,1,55.0,21.0,29.0,56.0,61.0,CB
K. Lopata,Poland,57,74,400000.0,1,57.0,27.0,37.0,57.0,68.0,CB
H. Lindley,England,57,71,350000.0,1,68.0,46.0,55.0,53.0,57.0,"CDM, CM, RB"
D. Toševski,North Macedonia,57,67,350000.0,1,65.0,56.0,46.0,21.0,56.0,ST
F. Alcedo,Peru,57,72,350000.0,1,62.0,26.0,43.0,58.0,61.0,CB
A. Francke,France,57,69,400000.0,1,64.0,55.0,45.0,20.0,53.0,ST
H. Wood,England,57,70,375000.0,1,58.0,49.0,55.0,50.0,57.0,CM
E. Ingram,England,57,73,400000.0,1,75.0,32.0,46.0,52.0,51.0,"RWB, RB"
A. Moulai,Germany,57,69,375000.0,1,72.0,55.0,51.0,28.0,54.0,"ST, LW"
A. Talia,Italy,57,71,350000.0,1,58.0,39.0,49.0,56.0,61.0,CDM
M. Rus,Romania,57,76,425000.0,1,75.0,50.0,53.0,33.0,42.0,"CAM, RW"
G. Walther,Germany,57,72,375000.0,1,66.0,50.0,52.0,29.0,44.0,LM
V. Gogov,Bulgaria,57,64,300000.0,1,55.0,34.0,45.0,57.0,65.0,"CDM, CB"
J. Zahmel,Germany,57,72,375000.0,1,77.0,57.0,55.0,23.0,51.0,"RW, ST, LW"
N. Boateng,England,57,68,350000.0,1,78.0,42.0,50.0,32.0,55.0,"RM, LM"
I. Colque,Bolivia,57,69,375000.0,1,65.0,58.0,56.0,57.0,59.0,CM
J. Markelo,Netherlands,57,73,425000.0,1,82.0,58.0,47.0,30.0,42.0,"RW, LW"
S. Pirkl,Austria,57,70,180000.0,1,64.0,25.0,49.0,56.0,52.0,"CDM, LB"
K. Keller,United States,57,69,375000.0,1,61.0,29.0,30.0,56.0,68.0,CB
J. Vermaning,Netherlands,57,68,325000.0,1,59.0,31.0,33.0,60.0,60.0,CB
G. Mutombo Kupa,France,57,65,130000.0,1,53.0,23.0,34.0,59.0,59.0,CB
J. Boy,France,57,65,170000.0,1,50.0,45.0,59.0,57.0,58.0,CM
C. Caicedo,Colombia,57,64,150000.0,1,79.0,54.0,49.0,16.0,61.0,ST
P. O'Conor,Republic of Ireland,57,57,100000.0,1,53.0,55.0,57.0,49.0,70.0,"CM, CDM"
Xiang Hantian,China PR,57,63,140000.0,1,83.0,41.0,46.0,47.0,64.0,"RM, LM"
Y. De Maeyer,Belgium,57,71,210000.0,1,59.0,29.0,41.0,60.0,50.0,CB
R. Völkl,Austria,57,62,140000.0,1,47.0,36.0,53.0,51.0,56.0,"CDM, CM"
R. Ishida,Japan,57,68,150000.0,1,83.0,26.0,39.0,52.0,56.0,RB
T. Hirato,Japan,57,67,140000.0,1,77.0,37.0,58.0,51.0,59.0,"RB, CM"
A. Simpson,England,57,65,130000.0,1,78.0,32.0,49.0,51.0,62.0,RB
K. Lynch,Republic of Ireland,57,58,100000.0,1,62.0,40.0,56.0,55.0,58.0,LB
G. Dowling,England,57,73,220000.0,1,61.0,42.0,55.0,43.0,52.0,CM
B. Frempah,England,57,65,130000.0,1,69.0,27.0,37.0,56.0,66.0,CB
Wang Yaopeng,China PR,57,61,110000.0,1,59.0,26.0,25.0,57.0,71.0,CB
Zhou Dadi,China PR,57,66,160000.0,1,69.0,49.0,52.0,42.0,63.0,"LM, CM"
E. Bird,United States,57,59,120000.0,1,67.0,52.0,53.0,53.0,58.0,CM
J. Doyle,England,57,65,130000.0,1,70.0,29.0,41.0,58.0,46.0,LB
J. Hope,Australia,57,63,140000.0,1,60.0,42.0,55.0,42.0,55.0,"CM, CAM"
E. Mahmutovic,Luxembourg,57,67,150000.0,1,53.0,24.0,31.0,54.0,70.0,"CB, RB"
J. Adelson,Australia,57,62,120000.0,1,70.0,34.0,43.0,51.0,69.0,RB
C. Gallego,Colombia,57,57,80000.0,1,65.0,26.0,46.0,58.0,70.0,LB
Y. Khormi,Saudi Arabia,57,70,200000.0,1,67.0,49.0,47.0,43.0,49.0,"CAM, RM"
Y. Dieudonne,Côte d'Ivoire,57,65,150000.0,1,76.0,56.0,49.0,29.0,45.0,"ST, LM, LWB"
A. Nelson,England,57,71,230000.0,1,66.0,56.0,40.0,27.0,67.0,ST
T. Edser,England,57,73,220000.0,1,76.0,44.0,60.0,41.0,53.0,"CM, LM"
Z. Al Haniti,Saudi Arabia,57,66,140000.0,1,49.0,24.0,34.0,58.0,60.0,CB
Su Yuanjie,China PR,57,64,150000.0,1,71.0,53.0,46.0,25.0,53.0,"ST, RM, LW"
L. White,England,57,70,190000.0,1,78.0,47.0,49.0,26.0,46.0,LM
C. Andreoni,Italy,57,58,100000.0,1,73.0,30.0,43.0,56.0,62.0,RB
N. Rodes,Belgium,57,66,140000.0,1,60.0,34.0,50.0,56.0,56.0,CDM
Xu Yougang,China PR,57,66,140000.0,1,64.0,28.0,47.0,54.0,72.0,RB
M. Napa,England,57,74,220000.0,1,82.0,40.0,50.0,34.0,43.0,RM
Li Yingjian,China PR,57,57,110000.0,1,84.0,44.0,50.0,29.0,53.0,"RM, LM"
L. Symons,Belgium,57,77,210000.0,1,76.0,58.0,39.0,20.0,40.0,ST
K. Oldenburger,Netherlands,57,64,150000.0,1,57.0,58.0,50.0,26.0,47.0,RM
C. Crane,Scotland,57,66,140000.0,1,75.0,32.0,39.0,56.0,55.0,LB
Y. Al Shammari,Saudi Arabia,57,71,230000.0,1,73.0,52.0,47.0,23.0,53.0,ST
Carlos Heredia,Dominican Republic,57,71,220000.0,1,79.0,54.0,51.0,35.0,39.0,RW
J. Kronig,Switzerland,57,80,210000.0,1,64.0,30.0,37.0,55.0,63.0,CB
R. Solan,Saudi Arabia,57,69,190000.0,1,61.0,58.0,46.0,18.0,44.0,ST
D. Cayupil,Chile,57,71,200000.0,1,66.0,32.0,34.0,58.0,62.0,LB
T. Nagura,Japan,57,71,230000.0,1,72.0,53.0,51.0,24.0,45.0,CAM
S. Al Najrani,Saudi Arabia,57,64,150000.0,1,65.0,47.0,55.0,36.0,55.0,RM
M. Al Sufyani,Saudi Arabia,57,73,220000.0,1,73.0,48.0,52.0,20.0,43.0,"LM, CAM"
Álvaro Gómez,Spain,57,68,170000.0,1,56.0,51.0,54.0,58.0,55.0,"CM, CAM"
I. Jasarevic,Bosnia and Herzegovina,57,64,120000.0,1,67.0,28.0,45.0,57.0,64.0,"LB, CB"
H. Spratt,England,57,70,160000.0,1,56.0,35.0,41.0,58.0,60.0,"LB, CB"
F. Bahi,Guinea,57,71,190000.0,1,78.0,37.0,45.0,51.0,57.0,LB
A. Farid,Saudi Arabia,57,73,210000.0,1,76.0,50.0,52.0,26.0,42.0,"RM, ST"
N. Böhmer,Germany,57,69,150000.0,1,55.0,30.0,41.0,55.0,63.0,CB
N. Fiedler,Germany,57,68,180000.0,1,75.0,44.0,51.0,51.0,57.0,"LM, LB"
M. Kokos,France,57,70,180000.0,1,69.0,57.0,48.0,28.0,55.0,ST
H. Hawsawi,Saudi Arabia,57,70,180000.0,1,63.0,21.0,40.0,56.0,58.0,CB
A. Alibekov,Ukraine,57,66,140000.0,1,59.0,47.0,55.0,50.0,53.0,"CDM, CM, CB"
A. Nsakala,France,57,76,190000.0,1,76.0,27.0,37.0,58.0,52.0,RB
K. Kovačević,Croatia,57,61,140000.0,1,54.0,60.0,43.0,27.0,66.0,ST
B. Avramovic,Serbia,57,67,140000.0,1,71.0,29.0,34.0,58.0,59.0,LB
K. Stanek,Poland,57,67,160000.0,1,59.0,56.0,44.0,21.0,53.0,ST
M. Lara,Chile,57,74,210000.0,1,63.0,47.0,56.0,47.0,49.0,"RM, RB"
O. Mireles,Mexico,57,70,170000.0,1,68.0,31.0,44.0,58.0,53.0,RB
J. Zamburek,Czech Republic,57,77,210000.0,1,63.0,42.0,57.0,24.0,43.0,"CAM, CM"
I. Jönsson,Sweden,57,67,140000.0,1,64.0,24.0,31.0,55.0,68.0,CB
C. Fermina,Netherlands,57,73,220000.0,1,79.0,56.0,45.0,18.0,46.0,ST
R. El Hankouri,Netherlands,57,71,210000.0,1,71.0,45.0,54.0,33.0,38.0,"CAM, LM, RM"
J. Bandez,Venezuela,57,69,170000.0,1,73.0,49.0,54.0,31.0,52.0,"CAM, LW"
S. Al Saleem,Saudi Arabia,57,73,220000.0,1,79.0,54.0,50.0,19.0,51.0,"LM, CAM, RM"
L. Ferraz Vila,Argentina,57,67,170000.0,1,69.0,64.0,45.0,26.0,47.0,LM
B. Bashir,Saudi Arabia,57,66,140000.0,1,57.0,35.0,51.0,56.0,54.0,CDM
M. Al Mutairi,Saudi Arabia,57,73,220000.0,1,72.0,48.0,53.0,34.0,44.0,CAM
O. Yaman,Turkey,57,78,230000.0,1,65.0,54.0,52.0,29.0,42.0,LM
M. Häuser,Germany,57,72,210000.0,1,67.0,54.0,49.0,24.0,46.0,"LW, RW"
C. Fox,England,57,72,200000.0,1,62.0,25.0,33.0,58.0,61.0,CB
A. Sokol,Russia,57,65,130000.0,1,63.0,26.0,41.0,54.0,68.0,"CB, RB, LB"
J. Mashart,Netherlands,57,69,150000.0,1,72.0,43.0,51.0,56.0,45.0,"LB, LWB"
M. Banaszewski,Poland,57,62,140000.0,1,75.0,49.0,51.0,28.0,44.0,RM
B. McDonough,United States,57,68,160000.0,1,62.0,25.0,34.0,54.0,70.0,CB
A. Serna,Colombia,57,67,170000.0,1,71.0,49.0,49.0,56.0,70.0,CM
E. Sørhøy,Norway,57,61,140000.0,1,66.0,55.0,56.0,34.0,63.0,LW
Mañé,Spain,57,66,130000.0,1,61.0,37.0,54.0,55.0,58.0,LB
B. Adinany,France,57,75,220000.0,1,62.0,55.0,40.0,18.0,59.0,ST
U. Demirel,France,57,72,220000.0,1,62.0,55.0,52.0,53.0,67.0,CM
Álex Román,Spain,57,63,140000.0,1,65.0,46.0,55.0,55.0,58.0,"CDM, CM"
A. Mashqi,Saudi Arabia,57,64,140000.0,1,74.0,32.0,43.0,55.0,67.0,LB
D. Akindayini,England,57,67,180000.0,1,54.0,58.0,50.0,25.0,53.0,ST
C. Collao,Chile,57,67,150000.0,1,66.0,38.0,54.0,56.0,61.0,"CDM, CM"
D. Nikitin,Russia,57,65,120000.0,1,63.0,44.0,50.0,57.0,52.0,RB
E. Ruíz,Argentina,57,68,190000.0,1,79.0,58.0,47.0,21.0,42.0,ST
F. Massoni,France,57,63,150000.0,1,71.0,48.0,52.0,33.0,52.0,CAM
D. Espinel,Colombia,57,57,120000.0,1,70.0,47.0,55.0,32.0,52.0,RM
P. Vílchez,Argentina,57,57,100000.0,1,56.0,57.0,34.0,25.0,69.0,ST
L. Fardin,France,57,57,90000.0,1,63.0,43.0,52.0,56.0,72.0,CDM
A. Simonyan,Armenia,57,68,200000.0,1,67.0,40.0,58.0,42.0,45.0,"LM, RM"
Lee Nam Gyu,Korea Republic,57,65,150000.0,1,72.0,28.0,42.0,54.0,65.0,RB
J. Dujardin,Belgium,57,67,150000.0,1,70.0,34.0,44.0,58.0,60.0,RB
R. Lovejoy,United States,57,63,160000.0,1,66.0,53.0,50.0,26.0,50.0,"LW, ST"
Seo Hong Min,Korea Republic,57,63,140000.0,1,74.0,25.0,43.0,56.0,57.0,LB
M. Malvino,Uruguay,57,63,140000.0,1,60.0,23.0,29.0,59.0,66.0,CB
A. Kleshchenko,Russia,57,69,170000.0,1,55.0,29.0,32.0,61.0,57.0,CB
A. Craven,United States,57,63,170000.0,1,70.0,52.0,39.0,26.0,63.0,ST
G. Jozinovic,Croatia,57,61,130000.0,1,65.0,26.0,47.0,61.0,56.0,LB
A. Pastore,Italy,57,63,140000.0,1,60.0,41.0,49.0,58.0,52.0,LB
G. Sackho,France,57,66,190000.0,1,55.0,60.0,38.0,20.0,54.0,ST
C. Alvarado,Chile,57,71,240000.0,1,67.0,50.0,55.0,47.0,65.0,CM
Lynneeker,Brazil,57,63,160000.0,1,67.0,60.0,48.0,22.0,50.0,RM
V. Silvestro,Italy,57,71,220000.0,1,66.0,49.0,56.0,51.0,59.0,CM
T. Danaskos,Australia,57,62,130000.0,1,74.0,30.0,46.0,53.0,59.0,LB
E. Bratanović,Slovenia,57,63,170000.0,1,64.0,60.0,46.0,20.0,55.0,"ST, CF"
K. Carolus,Germany,57,63,140000.0,1,53.0,22.0,39.0,57.0,66.0,CB
D. Watanabe,Japan,57,57,110000.0,1,64.0,49.0,68.0,36.0,53.0,CAM
I. Coll,Argentina,57,64,170000.0,1,64.0,52.0,56.0,39.0,52.0,CAM
A. Rébola,Argentina,57,57,100000.0,1,52.0,26.0,33.0,60.0,62.0,CB
H. Mesbah,France,57,75,200000.0,1,60.0,29.0,44.0,58.0,59.0,"CB, CDM, LB"
Woo Hyun,Korea Republic,57,57,90000.0,1,60.0,24.0,27.0,59.0,65.0,CB
M. Yeşilyurt,Turkey,57,72,230000.0,1,63.0,57.0,42.0,26.0,60.0,"ST, RW"
W. Hanssen,Norway,57,68,170000.0,1,72.0,54.0,44.0,24.0,55.0,ST
Kim Hyeong Jin,Korea Republic,57,63,140000.0,1,57.0,24.0,28.0,57.0,68.0,CB
Josin,Spain,57,70,170000.0,1,63.0,31.0,39.0,60.0,54.0,"CB, CDM"
Liu Heng,China PR,57,62,220000.0,1,66.0,25.0,35.0,55.0,69.0,CB
